Blank Column,Id,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Download,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive_Location,Library,Call_Number,Extra,Notes,Cover,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
,GDBNW89P,book,1826,"Arguindegui, José María",Los Militares de la provincia de Carabobo,,,,,https://books.google.com/books/download/los_militares_de_la_provincia_de_carabolo_a_reply_to_a_pamphlet_by_general_bermúdez_upon_the_revolut.pdf?id=0qNcAAAAcAAJ&output=pdf,"Poco falta para que los cómplices ó siervos del jeneral Santander digan... que ""los pueblos no deben tener mas derechos que aquellos que emаnen de la voluntad de sus soberanos"" así como los colombianos... no podemos tener mas derechos que los que nos quiera conceder la faccion de Bogotá .",1826,2025-12-16 14:26:21,2026-03-23 20:10:02,,,12.0,,,,,,,,,,Imprenta Republicana,,es,,,Google Books,British Museum,,http://books.google.com/books/content?id=0qNcAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Venezuela  [A reply to a pamphlet by General Bermúdez, upon the revolutionary movement in Venezuela. Signed by J. M. Arguindegui, P. Celis, S. García, and others.]","<div data-schema-version=""9""><p>Poco falta para que los cómplices ó siervos del jeneral Santander digan como el emperador de Rusia con motivo de la revolucion de España y Nápoles en 1820 que ""<em>los pueblos no deben tener mas derechos que aquellos que emаnen de la voluntad de sus soberanos</em>"" así como los colombianos, si es verdad que se sanciona este principio entre nosotros, no podemos tener mas derechos que los que nos quiera conceder la faccion de Bogotá .</p> </div>",/home/febres/Zotero/storage/9HZFJ5IP/Arguindegui - 1826 - Los Militares de la provincia de Carabobo.png,,curado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59Q2W39P,book,1841,"Baralt, Rafael María; Díaz, Ramón","Resúmen de la Historia de Venezuela, desde el año de 1797 hasta el de 1830. Tomo II.",,,,,https://books.google.com/books/download/resúmen_de_la_historia_de_venezuela_desde_el_descubrimiento_de_su_territorio_por_los_castellanos_en_.pdf?id=RwRmAAAAcAAJ&output=pdf,,1841,2025-12-16 14:26:21,2025-12-16 14:26:21,,,910.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=RwRmAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GD7F9KIS,book,1811,"Baralt, Rafael María; Díaz, Ramón","Resúmen de la Historia de Venezuela, desde el año de 1797 hasta el de 1830. Tomo I.",,,,,https://books.google.com/books/download/resúmen_de_la_historia_de_venezuela_desde_el_año_de_1797_hasta_el_de_1830__tiene_al_fin_un_breve_bos.pdf?id=T640POVGkq0C&output=pdf,,1811,2025-12-16 14:26:21,2025-12-17 19:53:38,,,416.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=T640POVGkq0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FAZ7F685,book,1849,"Baralt, Rafael María; Fernández Cuesta, Nemesio",Programas políticos. Cuestiones preliminares al examen histórico y científico de los prospectos o programas políticos que han visto la luz en España desde Enero de 1848 hasta principios de 1849,,,,,https://books.google.com/books/download/programas_políticos_cuestiones_preliminares_al_examen_histórico_y_científico_de_los_prospectos_o_pro.pdf?id=Fxeqtl2QovEC&output=pdf,,1849,2025-12-16 14:26:21,2025-12-17 19:53:42,,,232.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=Fxeqtl2QovEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V2457KS4,book,1876,"Blanco, José Félix","Documentos para la historia de la vida pública del libertador de Colombia, Peru y Bolivia. Tomo VII",,,,,https://books.google.com/books/download/documentos_para_la_historia_de_la_vida_pública_del_libertador_de_colombia_peru_y_bolivia.pdf?id=opyc5krAmMQC&output=pdf,,1876,2025-12-16 14:26:21,2025-12-16 14:26:21,,,808.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=opyc5krAmMQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GVCTELQ9,book,1867,"Bolet Peraza, Nicanor",Memoria sobre los Efectos de las Píldoias Tocológicas en la curacion de los abortos y enfermedades de la matriz,,,,,https://books.google.com/books/download/memoria_sobre_los_efectos_de_las_píldoias_tocológicas_en_la_curacion_de_los_abortos_y_enfermedades_d.pdf?id=nbEuvr0ieaIC&output=pdf,,1867,2025-12-16 14:26:21,2025-12-17 15:29:59,,,36.0,,,,,,,,,,Imprenta de Jose R. Henriquez,,es,,,Google Books,British Museum,,http://books.google.com/books/content?id=nbEuvr0ieaIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3U5JWLSY,book,1871,"Bolívar, Simón","Correspondencia general del libertador Simon Bolívar: enriquecida con la insercion de los manifestos, mensagesexposiciones, proclamas,&.&.",,,,,https://books.google.com/books/download/correspondencia_general_del_libertador_simon_bolívar.pdf?id=LeCt0lBSEUgC&output=pdf,,1871,2025-12-16 14:26:21,2025-12-16 14:26:21,,,674.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=LeCt0lBSEUgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KH9WTLUW,book,1830,"Brandt, Federico",Manifestacion que presenta al público Federico Brantd [sic] del resultado de la causa promovida contra el por la falsa imputacion de fraudes contra el Erario,,,,,http://books.google.com.co/books/download/Manifestacion_que_presenta_al_p%C3%BAblico_F.pdf?id=Pj5VAAAAcAAJ&hl=&output=pdf&sig=ACfU3U1OJDz0m4FtlaqL9EhcCAuEihXAXA&source=gbs_api,,1830,2025-12-16 14:26:21,2026-02-26 22:07:57,,,58.0,,,,,,,,,,Imprenta de V. Espinal,Caracas,es,,,Google Books,British Museum,,http://books.google.com/books/content?id=Pj5VAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,"<div data-schema-version=""9""><p>Yo no pude menos de créer que el coronel habia perdido el juicio, porque no podia adivinar que estaba de antemano confabulado con los generales Jacinto Lara y Justo Briceño, los tesoreros Manual José Amador y José Ignacio Balbuena, y el agente del crédito público Lucas Baralt, los que habian formado el criminal proyecto de envolverme en un litis con la hacienda pública, á fin de inutilizarme para la accion que sostenia contra mis consocios, valiéndose para esto del medio de suponer que yo habia entrado á ser socio de la casa en una época en que no pensaba en unir mi industria y capital á compañeros de tan mala fé.</p> </div>",,,curado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YTTKEVHD,book,1939,"Baralt, Rafael María; Díaz, Ramón",Resumen de la historia de Venezula desde el año de 1797 hasta el de 1830,,,,,https://books.google.com/books/download/resumen_de_la_historia_de_venezula_desde_el_año_de_1797_hasta_el_de_1830.pdf?id=9X80AAAAIAAJ&output=pdf,,1939,2025-12-16 14:26:21,2025-12-16 14:26:21,,,500.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=9X80AAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6WULTY94,book,1881,"Bello, Andrés; Rojas, Arístides; Caro, Miguel Antonio; Gómez, Ruperto","A la memoria de Andrés Bello en su centenario: homenaje del ""Repertorio colombiano.""",,,,,http://books.google.com.co/books/download/A_la_memoria_de_Andr%C3%A9s_Bello_en_su_cent.pdf?id=HjntAAAAMAAJ&hl=&output=pdf&sig=ACfU3U3SyAqN6l3tPAkZzRwq2Y5mqwp3wQ&source=gbs_api,,1881,2025-12-16 14:26:21,2025-12-16 14:26:21,,,142.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=HjntAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3UB7QGXE,book,1876,"Blanco, Antonio Guzmán","Documentos para la historia: Memorandum del general Guzman Blanco, presidente de los estados unidos de Venezuela, dirijidos a sus secretarios y ministros siempre que salio a campaña en los años de 1870, 1871 y 1872",,,,,https://books.google.com/books/download/documentos_para_la_historia.pdf?id=nMRAAQAAMAAJ&output=pdf,,1876,2025-12-16 14:26:21,2025-12-16 14:26:21,,,470.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=nMRAAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SPDP6VA7,book,1977,"Blanco, José Félix; Bolívar, Simón; Azpurua, Ramón",Documentos para la historia de la vida pública del libertador. Tomo VII,,,,,https://books.google.com/books/download/documentos_para_la_historia_de_la_vida_pública_del_libertador.pdf?id=rcSPrqG2HkAC&output=pdf,,1977,2025-12-16 14:26:21,2025-12-16 14:26:21,,,808.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=rcSPrqG2HkAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5U8RPYJA,book,1920,"Bolívar, Simón",Papeles de Bolivar: Cartas. Pensamientos politicos. Proclamas y mensajes. Miscelanea. Articulos para la 0prensa. Familia de Bolivar. Ml deltrio sobre el Chimborazo. Papeles de familia. Apendice: Advertencia. Adicion,,,,,https://books.google.com/books/download/papeles_de_bolivar_cartas_pensamientos_politicos_proclamas_y_mensajes_miscelanea_articulos_para_la_0.pdf?id=s3LfPAAVhu4C&output=pdf,,1920,2025-12-16 14:26:21,2025-12-16 14:26:21,,,330.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=s3LfPAAVhu4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6H39PC7R,book,1850,"Brandt, Federico",Una Mirada Retrospectiva sobre la Hacienda de Venezuela,,,,,https://books.google.com/books/download/una_mirada_retrospectiva_sobre_la_hacienda_de_venezuela.pdf?id=JbZhtc-XCgYC&output=pdf,,1850,2025-12-16 14:26:21,2025-12-17 19:54:08,,,50.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=JbZhtc-XCgYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YTHPPAWL,book,1946,"Briceño-Iragorry, Mario",Vida y papeles de Urdaneta el joven,,,,,https://books.google.com/books/download/vida_y_papeles_de_urdaneta_el_joven.pdf?id=k4B6AAAAMAAJ&output=pdf,,1946,2025-12-16 14:26:21,2025-12-16 14:26:21,,,334.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=k4B6AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NQ8ENCTS,book,1865,"Calcaño y Paniza, José Antonio",El Canto de Primavera,,,,,https://books.google.com/books/download/el_canto_de_primavera.pdf?id=uBMslZvQs-sC&output=pdf,,1865,2025-12-16 14:26:21,2025-12-16 14:26:21,,,84.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=uBMslZvQs-sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LP9LXTLE,book,1943,"Caracas, Cabildo de",Actas del Cabildo de Caracas ...,,,,,https://books.google.com/books/download/actas_del_cabildo_de_caracas.pdf?id=d9kwAAAAIAAJ&output=pdf,,1943,2025-12-16 14:26:21,2025-12-16 14:26:21,,,470.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=d9kwAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ER7KVBB9,book,1857,"Carreño, Manuel Antonio","Manual de Urbanidad y Buenas Maneras, etc",,,,,https://books.google.com/books/download/manual_de_urbanidad_y_buenas_maneras_etc.pdf?id=1jhcAAAAcAAJ&output=pdf,,1857,2025-12-16 14:26:21,2025-12-16 14:26:21,,,342.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=1jhcAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TF9FAAY2,book,1940,"Codazzi, Agustín",Resumen de la geografía de Venezuela: (Venezuela en 1841).,,,,,https://books.google.com/books/download/resumen_de_la_geografía_de_venezuela.pdf?id=NRBmAAAAMAAJ&output=pdf,,1940,2025-12-16 14:26:21,2025-12-16 14:26:21,,,352.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=NRBmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P7987TWS,book,1845,"Brandt, Federico",Federico Brandt a la honorable Cámara de Representantes. [Appealing against a decision of the Suprema Corte de Justicia.],,,,,http://books.google.com.co/books/download/Federico_Brandt_a_la_honorable_C%C3%A1mara_d.pdf?id=MiRWAAAAcAAJ&hl=&output=pdf&sig=ACfU3U3Px09e8LHRmJMWLmczAkXh8eDmzw&source=gbs_api,,1845,2025-12-16 14:26:21,2025-12-16 14:26:21,,,30.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=MiRWAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TKEGJRWI,book,1864,"Brandt, Federico",A la Asamblea Constituyente de 1863. (Una mirada hacia el porvenir de la hacienda nacional de Venezuela.).,,,,,https://books.google.com/books/download/a_la_asamblea_constituyente_de_1863_una_mirada_hacia_el_porvenir_de_la_hacienda_nacional_de_venezuel.pdf?id=Mw7rezBuVdQC&output=pdf,,1864,2025-12-16 14:26:21,2025-12-17 19:54:13,,,38.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=Mw7rezBuVdQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ZWVV58T3,book,1857,"Calcaño y Paniza, José Antonio",El Leñador. Leyenda Americana,,,,,https://books.google.com/books/download/el_leñador_leyenda_americana.pdf?id=PJ_jAvq5grIC&output=pdf,,1857,2025-12-16 14:26:21,2025-12-16 14:26:21,,,52.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=PJ_jAvq5grIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687EUYTE,book,1857,"Carreño, Manuel Antonio","Compendio del Manual de Urbanidad y Buenas Maneras de M. A. Carreño ... arreglado por el mismo, etc",,,,,https://books.google.com/books/download/compendio_del_manual_de_urbanidad_y_buenas_maneras_de_m_a_carreño__arreglado_por_el_mismo_etc.pdf?id=5i5cAAAAcAAJ&output=pdf,,1857,2025-12-16 14:26:21,2025-12-16 14:26:21,,,132.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=5i5cAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KPAJ7IR2,book,1868,"Congreso, Venezuela.","Manifiesto [to the Congress denouncing the government of J. C. Falcon, signed, La juventud de Carácas].",,,,,https://books.google.com/books/download/manifiesto_to_the_congress_denouncing_the_government_of_j_c_falcon_signed_la_juventud_de_carácas.pdf?id=PwxiNOQjwPcC&output=pdf,,1868,2025-12-16 14:26:21,2025-12-16 14:26:21,,,18.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=PwxiNOQjwPcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7EBLQD4W,book,1884,"Crespo, Joaquín",Corona funebre dedicada á la memoria del malogrado General Andrés Simon Ibarra ...,,,,,https://books.google.com/books/download/corona_funebre_dedicada_á_la_memoria_del_malogrado_general_andrés_simon_ibarra.pdf?id=L0uwzUQhqdsC&output=pdf,,1884,2025-12-16 14:26:21,2025-12-16 14:26:21,,,98.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=L0uwzUQhqdsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VUWG4ZDK,book,1873,"Ernst, Aldof",La Fécula y las plantas farinaceas del Nuevo Mundo,,,,,https://books.google.com/books/download/la_fécula_y_las_plantas_farinaceas_del_nuevo_mundo.pdf?id=hRDr1AEUp8UC&output=pdf,,1873,2025-12-16 14:26:21,2025-12-16 14:26:21,,,22.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=hRDr1AEUp8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3M9IPUF5,book,1940,"Codazzi, Agustín",Resumen de la geografía de Venezuela: Geografía de la provincias,,,,,https://books.google.com/books/download/resumen_de_la_geografía_de_venezuela_geografía_de_la_provincias.pdf?id=NIkzAQAAIAAJ&output=pdf,,1940,2025-12-16 14:26:21,2025-12-16 14:26:21,,,392.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=NIkzAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3KP3YX2Q,book,1940,"Codazzi, Agustín",Resumen de la geografía de Venezuela: Geografía política,,,,,https://books.google.com/books/download/resumen_de_la_geografía_de_venezuela_geografía_política.pdf?id=ZxBmAAAAMAAJ&output=pdf,,1940,2025-12-16 14:26:21,2025-12-16 14:26:21,,,164.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=ZxBmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PHUF6SLQ,book,1861,"Congreso, Venezuela.",Proyectos de leyes sobre régimen hipotecario y créditos privilegiados,,,,,http://books.google.com.co/books/download/Proyectos_de_leyes_sobre_r%C3%A9gimen_hipote.pdf?id=Hx4ZAAAAYAAJ&hl=&output=pdf&sig=ACfU3U3mFB21XQhnvUOSgGnRCiPU-Hx78Q&source=gbs_api,,1861,2025-12-16 14:26:21,2025-12-16 14:26:21,,,162.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=Hx4ZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LBSY428Q,book,1868,"Congreso, Venezuela.","Contra-Manifiesto [in support of the government of Marshal J. C. Falcon; occasioned by the “Manifiesto” addressed to the Congress of Venezuela in denunciation of his Government. Subscribed, La Juventud Liberal de Carácas].",,,,,https://books.google.com/books/download/contra_manifiesto_in_support_of_the_government_of_marshal_j_c_falcon_occasioned_by_the_manifiesto_ad.pdf?id=vqBcAAAAcAAJ&output=pdf,,1868,2025-12-16 14:26:21,2025-12-16 14:26:21,,,32.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=vqBcAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YHPHCGW7,book,1826,"Díaz, José Domingo; de la Torre, don Miguel; Morillo, Pablo","Mémoires du général Morillo, comte de Carthagène, marquis de la Puerta, relatifs aux principaux événemens de ses campagnes en Amérique de 1815 à 1821: suivis de deux précis de Don Jose Domingo Diaz ... et du général Don Miguel de la Torre",,,,,http://books.google.com.co/books/download/M%C3%A9moires_du_g%C3%A9n%C3%A9ral_Morillo_comte_de.pdf?id=pUETAAAAYAAJ&hl=&output=pdf&sig=ACfU3U0yMI-ae8WRvc46RbxQZU9JwE30Dg&source=gbs_api,,1826,2025-12-16 14:26:21,2025-12-16 14:26:21,,,478.0,,,,,,,,,,,,fr,,,Google Books,,,http://books.google.com/books/content?id=pUETAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4NR5QUGV,book,1869,"Ernst, Aldof",Amadeo Bonpland. Apuntes biograficos leídos en la sesion de 22 de Noviembre de 1869 de la Sociedad de Ciencias Fisicas y Naturales de Caracas,,,,,https://books.google.com/books/download/a_bonpland_apuntes_biograficos_leidos_en_la_sesion_de_22_de_noviembre_de_1869_de_la_sociedad_de_cien.pdf?id=kN5ZAAAAcAAJ&output=pdf,,1869,2025-12-16 14:26:21,2025-12-20 16:16:40,,,22.0,,,,,,,,,,Imprenta de los Estados Unidos de Venezuela,Caracas,es,,,Google Books,,,http://books.google.com/books/content?id=kN5ZAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,"<div data-schema-version=""8""><p>Bonpland renunció a su empleo y empezó el viaje fatal en que pensaba penetrar por las pampas, la provincia de Santa Fé, el Gran Chaco y Bolivia hasta el pié de los Andes. A la salida del Paraguay llegó á las antiguas misiones de los Jesuitas ... Hizo partícipe al Doctor Francia de su llegada á aquel lugar, dándole al mismo tiempo las esplicaciones mas propias para tranquilizarle acerca de sus intenciones … Pero parece que Francia vió en él un hombre que se proponia formar un gran establecimiento para el cultivo del mate y hacer competencia á los de Paraguay. El hecho es que repentinamente invadieron la casa del naturalista, en Santa Ana, algunos centenares de soldados, mataron sus indios, le hirieron á él mismo á sablazos y le llevaron á Itapua.</p> </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UVTUHYZM,book,1874,"Ernst, Aldof","Clave dicómatica de las familias del reino vegetal, arreglado segun Bentley y otros autores",,,,,https://books.google.com/books/download/clave_dicómatica_de_las_familias_del_reino_vegetal_arreglado_segun_bentley_y_otros_autores.pdf?id=ybcAQK0fe4AC&output=pdf,,1874,2025-12-16 14:26:21,2025-12-16 14:26:21,,,52.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=ybcAQK0fe4AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55TKISDM,book,1885,"Fabrega, Henri François Pittier De",The Flora of the Pays D'Enhaut (Switzerland): A Botanical Account,,,,,https://books.google.com/books/download/the_flora_of_the_pays_denhaut_switzerland.pdf?id=lr7DbrTgJk0C&output=pdf,,1885,2025-12-16 14:26:21,2025-12-16 14:26:21,,,22.0,,,,,,,,,,,,en,,,Google Books,,,http://books.google.com/books/content?id=lr7DbrTgJk0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,"<div data-schema-version=""8""><p>Analyse: Description sommaire.</p></div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3TM9PXF6,book,1860,"Falcón, Juan Crisóstomo","Para la historia. Manifiesto del General J. C. Falcon. Su contestacion. Biografia de aquel. [By J. V. Gonzalez], etc",,,,,https://books.google.com/books/download/para_la_historia_manifiesto_del_general_j_c_falcon_su_contestacion_biografia_de_aquel_by_j_v_gonzale.pdf?id=NmSfpPJyQ7UC&output=pdf,,1860,2025-12-16 14:26:21,2025-12-16 14:26:21,,,24.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=NmSfpPJyQ7UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RPNILUAZ,book,1866,"Falcón, Juan Crisóstomo",El Estado Zulia. Falcon y Sutherland,,,,,https://books.google.com/books/download/el_estado_zulia_falcon_y_sutherland.pdf?id=oe3w6fCYNuQC&output=pdf,,1866,2025-12-16 14:26:21,2025-12-16 14:26:21,,,38.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=oe3w6fCYNuQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ADUJ7Z97,book,1869,"Falcón, Juan Crisóstomo",Manifiesto del mariscal Juan C. Falcon al pueblo de Venezuela,,,,,http://books.google.com.co/books/download/Manifiesto_del_mariscal_Juan_C_Falcon_al.pdf?id=Amg_AAAAIAAJ&hl=&output=pdf&sig=ACfU3U1yNaLZogtjDS0vaKqUYqY4-Xrd0Q&source=gbs_api,,1869,2025-12-16 14:26:21,2025-12-16 14:26:21,,,28.0,,,,,,,,,,,,es,,,Google Books,,,http://books.google.com/books/content?id=Amg_AAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
